ZFA:0000105	2.312394122291729E-21	2.5482583227654853E-18	"epidermis"
ZFA:0000368	8.170954191137956E-19	9.004391518634027E-16	"integument"
ZFA:0000292	1.7345830118837591E-18	1.9115104790959024E-15	"surface structure"
ZFA:0001308	3.0318836634608355E-14	3.3411357971338405E-11	"organism subdivision"
ZFA:0000018	3.206757105703678E-13	3.533846330485453E-10	"epiblast"
ZFA:0000016	5.032907428286908E-13	5.546263985972173E-10	"ectoderm"
ZFA:0001486	1.712194386312841E-12	1.886838213716751E-9	"epithelium"
ZFA:0000086	4.0883489324102796E-12	4.505360523516128E-9	"EVL"
ZFA:0000038	1.921501345450519E-11	2.1174944826864717E-8	"margin"
ZFA:0001176	3.237952996598855E-11	3.568224202251938E-8	"blastoderm"
ZFA:0001477	4.1696371185983975E-11	4.594940104695434E-8	"portion of tissue"
ZFA:0001175	5.746583119808336E-11	6.332734598028786E-8	"blastodisc"
ZFA:0000111	7.054101291937554E-11	7.773619623715185E-8	"germ ring"
ZFA:0000711	9.634656524947187E-11	1.06173914904918E-7	"DEL"
ZFA:0000093	1.2816220509783078E-10	1.4123475001780953E-7	"blastomere"
ZFA:0001122	3.3209213726911517E-10	3.659655352705649E-7	"primary germ layer"
ZFA:0001178	5.119720913608954E-10	5.641932446797067E-7	"non neural ectoderm"
ZFA:0001306	5.218908973856043E-10	5.751237689189359E-7	"pharyngeal arch"
ZFA:0000017	5.606741639620818E-10	6.178629286862141E-7	"endoderm"
ZFA:0001185	5.912562871824751E-10	6.515644284750875E-7	"periderm"
ZFA:0000077	1.093081640974016E-9	1.2045759683533656E-6	"tail bud"
ZFA:0000056	1.158987643468309E-9	1.2772043831020765E-6	"pharynx"
ZFA:0001488	1.2452963465302314E-9	1.372316573876315E-6	"multi-tissue structure"
ZFA:0000339	1.4831687333469588E-9	1.6344519441483486E-6	"digestive system"
ZFA:0001116	1.7578019234732327E-9	1.9370977196675026E-6	"presumptive structure"
ZFA:0001309	2.0193617714371334E-9	2.225336672123721E-6	"neurogenic placode"
ZFA:0007013	2.1233677888211536E-9	2.3399513032809114E-6	"preplacodal ectoderm"
ZFA:0000108	2.3519517677488637E-9	2.591850848059248E-6	"fin"
ZFA:0001115	4.438259487034963E-9	4.890961954712529E-6	"trunk"
ZFA:0009000	4.652452875359214E-9	5.127003068645854E-6	"cell"
ZFA:0001453	1.0790920617971632E-8	1.1891594521004738E-5	"pectoral fin field"
ZFA:0005147	1.1571601167949505E-8	1.2751904487080355E-5	"regenerating tissue"
ZFA:0000041	1.2146761859879442E-8	1.3385731569587146E-5	"mesoderm"
ZFA:0001512	1.6637413575002792E-8	1.8334429759653077E-5	"anatomical group"
ZFA:0001439	1.799558071114704E-8	1.9831129943684038E-5	"anatomical system"
ZFA:0001161	2.501054045005864E-8	2.7561615575964618E-5	"pectoral fin"
ZFA:0005596	2.7272935522729222E-8	3.0054774946047603E-5	"paired fin"
ZFA:0001484	2.9461508318607206E-8	3.246658216710514E-5	"superficial blastomere"
ZFA:0005042	5.138323020021761E-8	5.662431968063981E-5	"posterior lateral plate mesoderm"
ZFA:0001613	5.658991182308947E-8	6.236208282904459E-5	"pharyngeal arch 3-7"
ZFA:0009183	7.687728898889086E-8	8.471877246575772E-5	"epidermal cell"
ZFA:0001114	7.696542174008291E-8	8.481589475757136E-5	"head"
ZFA:0000282	1.1570763799573086E-7	1.275098170712954E-4	"sensory system"
ZFA:0000393	1.1607845138618063E-7	1.2791845342757105E-4	"mesenchyme"
ZFA:0001138	2.1726931151102432E-7	2.394307812851488E-4	"vestibuloauditory system"
ZFA:0000272	3.3146615480435833E-7	3.652757025944029E-4	"respiratory system"
ZFA:0000354	3.3146615480435833E-7	3.652757025944029E-4	"gill"
ZFA:0000132	4.14364709193368E-7	4.566299095310915E-4	"neural plate"
ZFA:0000434	4.447654669667532E-7	4.901315445973621E-4	"skeletal system"
ZFA:0000051	7.162074299250142E-7	7.892605877773656E-4	"otic vesicle"
ZFA:0001269	8.402588253395229E-7	9.259652255241543E-4	"regenerating fin"
ZFA:0000113	9.594945987179197E-7	0.0010573630477871475	"head mesenchyme"
ZFA:0000496	1.262675513560722E-6	0.0013914684159439157	"compound organ"
ZFA:0000396	1.3687194764621137E-6	0.0015083288630612494	"nervous system"
ZFA:0000071	1.76660462479134E-6	0.0019467982965200568	"shield"
ZFA:0000117	1.9019282277756196E-6	0.0020959249070087328	"hypoblast"
ZFA:0000317	1.9108282773150645E-6	0.002105732761601201	"postcranial axial skeleton"
ZFA:0000737	2.772649792445329E-6	0.0030554600712747525	"cranium"
ZFA:0001204	3.959424223940641E-6	0.004363285494782586	"axial mesoderm"
ZFA:0001378	6.088490012288739E-6	0.0067095159935421905	"axial hypoblast"
ZFA:0001117	6.650787624643187E-6	0.007329167962356792	"post-vent region"
ZFA:0001080	1.3027526319208084E-5	0.01435633400376731	"sclerotome"
ZFA:0000091	1.3177075173390288E-5	0.014521136841076098	"axial chorda mesoderm"
ZFA:0000062	1.4176267616746452E-5	0.01562224691365459	"presumptive forebrain"
ZFA:0007088	1.6903973531965E-5	0.01862817883222543	"premigratory cranial neural crest"
ZFA:0000146	1.6942450600303565E-5	0.01867058056153453	"presumptive brain"
ZFA:0000135	1.7427045928403636E-5	0.019204604613100806	"notochord"
ZFA:0000095	1.964720425520189E-5	0.021651219089232482	"pharyngeal arch 3-7 skeleton"
ZFA:0000243	2.0821119150615585E-5	0.022944873303978375	"neuromast"
ZFA:0000141	2.126623559154027E-5	0.02343539162187738	"pectoral fin bud"
ZFA:0001490	2.1506321558040835E-5	0.023699966356961002	"cavitated compound organ"
ZFA:0007034	2.197897587547819E-5	0.024220831414776964	"forebrain neural rod"
ZFA:0007059	2.5972826793148903E-5	0.02862205512605009	"neurogenic field"
ZFA:0001216	3.016682490005373E-5	0.03324384103985921	"splanchnocranium"
ZFA:0000109	3.1682259287126416E-5	0.03491384973441331	"forebrain"
ZFA:0001383	3.7300848953886504E-5	0.04110553554718293	"fin bud"
ZFA:0000133	3.7681611961660824E-5	0.041525136381750226	"neural rod"
ZFA:0000416	4.219478163052871E-5	0.046498649356842635	"presumptive endoderm"
