ZFA:0000026	1.7653677273720949E-10	1.2534110864341873E-7	"hatching gland"
ZFA:0009309	2.0380246545528846E-10	1.4469975047325482E-7	"leukocyte"
ZFA:0009251	4.62816710817642E-10	3.2859986468052586E-7	"granulocyte monocyte progenitor cell"
ZFA:0000058	1.010783262028415E-9	7.176561160401746E-7	"polster"
ZFA:0000086	1.1281473042990614E-9	8.009845860523335E-7	"EVL"
ZFA:0009021	1.5498066071803345E-9	1.1003626910980375E-6	"common myeloid progenitor"
ZFA:0009136	2.260941839158101E-9	1.6052687058022518E-6	"motile cell"
ZFA:0009081	2.4389746144390387E-9	1.7316719762517175E-6	"mesenchymal cell"
ZFA:0000004	2.918225094300637E-9	2.071939816953452E-6	"anterior axial hypoblast"
ZFA:0001185	4.695760611004979E-9	3.333990033813535E-6	"periderm"
ZFA:0009014	9.401448945547663E-9	6.6750287513388405E-6	"hematopoietic stem cell"
ZFA:0000060	1.0639932367924096E-8	7.554351981226108E-6	"prechordal plate"
ZFA:0009141	1.1958085993893345E-8	8.490241055664275E-6	"macrophage"
ZFA:0009258	2.246990924995839E-8	1.5953635567470456E-5	"angioblastic mesenchymal cell"
ZFA:0001484	2.3827468998273187E-8	1.6917502988773964E-5	"superficial blastomere"
ZFA:0001159	3.369560716932847E-8	2.3923881090223213E-5	"immune system"
ZFA:0005023	3.870527544803468E-8	2.7480745568104624E-5	"hematopoietic system"
ZFA:0009017	3.955660908214728E-8	2.808519244832457E-5	"monoblast"
ZFA:0009064	3.955660908214728E-8	2.808519244832457E-5	"mononuclear phagocyte"
ZFA:0009253	3.955660908214728E-8	2.808519244832457E-5	"promonocyte"
ZFA:0009265	3.955660908214728E-8	2.808519244832457E-5	"monocyte"
ZFA:0009138	4.544012729882301E-8	3.2262490382164336E-5	"mesodermal cell"
ZFA:0000105	5.273065269762135E-8	3.743876341531116E-5	"epidermis"
ZFA:0009000	6.0082345161326E-8	4.265846506454146E-5	"cell"
ZFA:0009088	6.361428143264314E-8	4.516613981717663E-5	"professional antigen presenting cell"
ZFA:0005830	7.351314205837096E-8	5.219433086144338E-5	"hematopoietic cell"
ZFA:0001486	8.510891741803887E-8	6.04273313668076E-5	"epithelium"
ZFA:0000243	2.5581298982270473E-7	1.8162722277412037E-4	"neuromast"
ZFA:0009356	2.913322501111049E-7	2.0684589757888447E-4	"myeloid lineage restricted progenitor cell"
ZFA:0000368	3.524105873966441E-7	2.502115170516173E-4	"integument"
ZFA:0009357	6.525249768544758E-7	4.632927335666778E-4	"mononuclear cell"
ZFA:0005227	2.581068853711973E-6	0.0018325588861355007	"protoneuromast"
ZFA:0000034	1.213492240175402E-5	0.008615794905245354	"lateral line system"
ZFA:0000123	1.2971118620964532E-5	0.009209494220884818	"liver"
ZFA:0001491	1.2971118620964532E-5	0.009209494220884818	"solid compound organ"
ZFA:0000124	1.3228508765658791E-5	0.009392241223617741	"liver primordium"
ZFA:0000036	1.4305950768080691E-5	0.01015722504533729	"liver and biliary system"
ZFA:0005737	2.2613811652094596E-5	0.016055806272987163	"intestinal rod"
ZFA:0001026	2.7614113028196513E-5	0.019606020250019524	"supraorbital lateral line neuromast"
ZFA:0000041	3.225233616576518E-5	0.02289915867769328	"mesoderm"
ZFA:0009327	3.525770651431134E-5	0.025032971625161052	"neutrophil"
ZFA:0001122	4.6017481139903435E-5	0.03267241160933144	"primary germ layer"
ZFA:0000339	5.274989786592513E-5	0.037452427484806844	"digestive system"
ZFA:0000125	5.3690338877781985E-5	0.03812014060322521	"mandibular lateral line neuromast"
ZFA:0000443	5.3690338877781985E-5	0.03812014060322521	"supraorbital lateral line"
